Latitude and Longitude,Class of Land,Longitude,Latitude,Distance to center of the dataset,vh,vv,hh,hv
"9.969882788776362, 105.49646394376836",Rice,105.49646394376836,9.969882788776362,30.498562025979563,0.005425998009741306,0.025429995730519295,3701.0,1537.0
"9.956710152716221, 105.51645001227251",Rice,105.51645001227251,9.956710152716221,32.73858221119579,0.02300424687564373,0.19283007085323334,1461.0,509.0
"9.983509653666161, 105.53416493662849",Rice,105.53416493662849,9.983509653666161,31.044466100648627,0.005151803605258465,0.17203083634376526,2883.0,1926.0
"9.976241992391602, 105.48556245185699",Rice,105.48556245185699,9.976241992391602,29.389678637890867,0.010329196229577065,0.051930107176303864,3381.0,1325.0
"9.9512594067603, 105.51463309695396",Rice,105.51463309695396,9.9512594067603,33.201290999487014,0.00798287708312273,0.20098277926445007,1997.0,592.0
"9.972608161754321, 105.53461916545811",Rice,105.53461916545811,9.972608161754321,32.11116713443549,0.004575828555971384,0.04313600808382034,2814.0,1012.0
"9.9785131365399, 105.52825996184316",Rice,105.52825996184316,9.9785131365399,31.194161653385176,0.00583281135186553,0.24214375019073486,1679.0,602.0
"9.996682289726301, 105.5005520032351",Rice,105.5005520032351,9.996682289726301,27.980930467314426,0.026682374998927116,0.1751323640346527,2354.0,1230.0
"9.99259423025936, 105.52008384290963",Rice,105.52008384290963,9.99259423025936,29.39048499631869,0.003596236929297447,0.06789296865463257,2530.0,991.0
"9.996228060896641, 105.51463309695396",Rice,105.51463309695396,9.996228060896641,28.745032944411275,0.012445857748389244,0.22116580605506897,2232.0,621.0
"9.989868857281401, 105.52053807173928",Rice,105.52053807173928,9.989868857281401,29.678399159030608,0.023401783779263496,0.22252269089221954,2543.0,1098.0
"9.977150450050921, 105.5128161816354",Rice,105.5128161816354,9.977150450050921,30.5245475933665,0.00979962944984436,0.088791124522686,2893.0,1678.0
"9.953530550908601, 105.52871419067279",Rice,105.52871419067279,9.953530550908601,33.65641382166855,0.0047995708882808685,0.029630061239004135,4237.0,1455.0
"9.973062390583982, 105.5209923005689",Rice,105.5209923005689,9.973062390583982,31.340530890900204,0.02213476411998272,0.24267859756946564,3073.0,1358.0
"9.990323086111061, 105.51054503748719",Rice,105.51054503748719,9.990323086111061,29.109027535071945,0.023758478462696075,0.34800073504447937,2609.0,890.0
"9.954893237397581, 105.52508036003567",Rice,105.52508036003567,9.954893237397581,33.33940535155161,0.0178486630320549,0.14630721509456635,2725.0,1598.0
"9.969428559946701, 105.50191468972403",Rice,105.50191468972403,9.969428559946701,30.784701601429777,0.06991270929574966,0.34721484780311584,3194.0,1952.0
"9.972608161754321, 105.48965051132376",Rice,105.48965051132376,9.972608161754321,29.931405483648415,0.003086140612140298,0.18042783439159393,3277.0,1378.0
"9.958072839205201, 105.52144652939856",Rice,105.52144652939856,9.958072839205201,32.84420388071926,0.00824561808258295,0.0778752863407135,3023.0,1324.0
"9.973970848243301, 105.48737936717555",Rice,105.48737936717555,9.973970848243301,29.697887047558403,0.011542677879333496,0.022796915844082832,2855.0,1204.0
"9.974879305902622, 105.48692513834592",Rice,105.48692513834592,9.974879305902622,29.585625307381182,0.005444077309221029,0.07966739684343338,2588.0,1289.0
"9.97987582302888, 105.5141788681243",Rice,105.5141788681243,9.97987582302888,30.322958134089866,0.008616115897893906,0.23406551778316498,2814.0,1242.0
"9.99123154377038, 105.50191468972403",Rice,105.50191468972403,9.99123154377038,28.59037545993917,0.019349994137883186,0.3908734917640686,2413.0,558.0
"9.95943552569418, 105.5323480213099",Rice,105.5323480213099,9.95943552569418,33.26432314837149,0.008203298784792423,0.14094747602939606,1130.0,476.0
"9.9626151275018, 105.52326344471712",Rice,105.52326344471712,9.9626151275018,32.48479660944487,0.016266142949461937,0.06530986726284027,2549.0,775.0
"9.952167864419621, 105.52689727535423",Rice,105.52689727535423,9.952167864419621,33.699801029068034,0.016650184988975525,0.09520874172449112,2471.0,1918.0
"9.985780797814462, 105.54688334385838",Rice,105.54688334385838,9.985780797814462,31.580536156815967,0.004675657954066992,0.04497446492314339,3898.0,1813.0
"9.977150450050921, 105.51009080865757",Rice,105.51009080865757,9.977150450050921,30.390728588436506,0.010765505023300648,0.16018223762512207,2091.0,493.0
"9.985780797814462, 105.50918235099826",Rice,105.50918235099826,9.985780797814462,29.488779038434135,0.0433046817779541,0.2380717396736145,1399.0,677.0
"9.984418111325482, 105.5073654356797",Rice,105.5073654356797,9.984418111325482,29.534296142097975,0.02135489135980606,0.2290765941143036,2659.0,889.0
"9.94807980495268, 105.51735846993179",Rice,105.51735846993179,9.94807980495268,33.64797612413455,0.008102118968963623,0.08537355810403824,3084.0,1542.0
"9.974879305902622, 105.49010474015338",Rice,105.49010474015338,9.974879305902622,29.71651688489695,0.0022356121335178614,0.11434148997068405,2068.0,567.0
"9.969428559946701, 105.49555548610908",Rice,105.49555548610908,9.969428559946701,30.50599143045312,0.05257705599069595,0.1066681295633316,2615.0,1203.0
"9.999861891533921, 105.50645697802042",Rice,105.50645697802042,9.999861891533921,27.962090624858437,0.007701311260461807,0.07761640101671219,3181.0,1209.0
"9.957164381545882, 105.53053110599134",Rice,105.53053110599134,9.957164381545882,33.391910066375374,0.005921390373259783,0.09301894158124924,3338.0,1964.0
"9.958981296864522, 105.51690424110214",Rice,105.51690424110214,9.958981296864522,32.53299176412406,0.020779279991984367,0.17047525942325592,880.0,389.0
"9.950805177930642, 105.51463309695396",Rice,105.51463309695396,9.950805177930642,33.2470931151041,0.010672920383512974,0.17980894446372986,1621.0,641.0
"9.959889754523841, 105.53007687716172",Rice,105.53007687716172,9.959889754523841,33.10135279147349,0.004430371802300215,0.02029387466609478,2289.0,963.0
"9.995319603237322, 105.50146046089439",Rice,105.50146046089439,9.995319603237322,28.16091249367438,0.02022300846874714,0.26957687735557556,2688.0,1326.0
"9.9785131365399, 105.50918235099826",Rice,105.50918235099826,9.9785131365399,30.21078365156271,0.01316156331449747,0.25532808899879456,3288.0,1644.0
"9.959889754523841, 105.52508036003567",Rice,105.52508036003567,9.959889754523841,32.845439783571784,0.007263714447617531,0.08531739562749863,2530.0,1079.0
"9.972608161754321, 105.48874205366448",Rice,105.48874205366448,9.972608161754321,29.894086796789278,0.004224661272019148,0.17429254949092865,3536.0,1176.0
"9.966703186968742, 105.50009777440548",Rice,105.50009777440548,9.966703186968742,30.981136376089253,0.0217739250510931,0.3554651737213135,1061.0,405.0
"9.966703186968742, 105.53189379248028",Rice,105.53189379248028,9.966703186968742,32.533027694553496,0.006341082509607077,0.0985506922006607,2398.0,1194.0
"9.987597713133102, 105.50509429153152",Rice,105.50509429153152,9.987597713133102,29.106908067838326,0.017037561163306236,0.24111294746398926,2293.0,986.0
"9.9467171184637, 105.5241719023764",Rice,105.5241719023764,9.9467171184637,34.10778470251152,0.007709236815571785,0.0559735968708992,3802.0,2125.0
"9.982146967177181, 105.52780573301351",Rice,105.52780573301351,9.982146967177181,30.819166363761454,0.02676388993859291,0.05393482372164726,3079.0,1711.0
"9.984418111325482, 105.49146742664232",Rice,105.49146742664232,9.984418111325482,28.797763173360075,0.025544222444295883,0.17307256162166595,2738.0,1158.0
"9.977604678880581, 105.52462613120602",Rice,105.52462613120602,9.977604678880581,31.086674054082337,0.02281445451080799,0.1769736260175705,4541.0,1162.0
"9.961252441012821, 105.51872115642072",Rice,105.51872115642072,9.961252441012821,32.39444330664341,0.005067005753517151,0.024995746091008186,3159.0,1631.0
"9.984418111325482, 105.50918235099826",Rice,105.50918235099826,9.984418111325482,29.623816064576136,0.07708676159381866,0.13295206427574158,5276.0,1411.0
"9.955347466227241, 105.52598881769495",Rice,105.52598881769495,9.955347466227241,33.33980141368225,0.009328517131507397,0.025299925357103348,3459.0,1642.0
"9.97987582302888, 105.54052414024343",Rice,105.54052414024343,9.97987582302888,31.754036111396978,0.009026470594108105,0.04417280852794647,3067.0,1317.0
"9.958527068034861, 105.52462613120602",Rice,105.52462613120602,9.958527068034861,32.957144868437936,0.0035487916320562363,0.031076636165380478,2388.0,1613.0
"9.985326568984801, 105.53416493662849",Rice,105.53416493662849,9.985326568984801,30.87206864859656,0.004013818223029375,0.08721248805522919,4154.0,1626.0
"9.987597713133102, 105.52553458886531",Rice,105.52553458886531,9.987597713133102,30.170163414962524,0.0022522781509906054,0.532325804233551,2584.0,1293.0
"9.978967365369561, 105.52553458886531",Rice,105.52553458886531,9.978967365369561,31.002951784610097,0.013067946769297123,0.1423746943473816,4472.0,1686.0
"9.977604678880581, 105.4878335960052",Rice,105.4878335960052,9.977604678880581,29.34179638967152,0.008967427536845207,0.13067622482776642,2903.0,1127.0
"9.974879305902622, 105.52371767354674",Rice,105.52371767354674,9.974879305902622,31.304141487302584,0.00405685231089592,0.026831621304154396,2908.0,1262.0
"9.994865374407661, 105.51099926631684",Rice,105.51099926631684,9.994865374407661,28.686589576783383,0.002157894428819418,0.04235529527068138,3687.0,1305.0
"9.977604678880581, 105.53825299609522",Rice,105.53825299609522,9.977604678880581,31.838137693914216,0.004310556221753359,0.049884453415870667,2647.0,958.0
"9.97351661941364, 105.54279528439164",Rice,105.54279528439164,9.97351661941364,32.48585595347528,0.019397886469960213,0.31311747431755066,3058.0,1356.0
"9.99577383206698, 105.50554852036115",Rice,105.50554852036115,9.99577383206698,28.318571258294142,0.008132671006023884,0.1425928920507431,4487.0,2538.0
"9.974879305902622, 105.48647090951627",Rice,105.48647090951627,9.974879305902622,29.56721371840154,0.006132989190518856,0.09826717525720596,3269.0,1631.0
"9.9671574157984, 105.52326344471712",Rice,105.52326344471712,9.9671574157984,32.03721273672457,0.022174637764692307,0.3037639260292053,3212.0,1946.0
"9.980784280688201, 105.5264430465246",Rice,105.5264430465246,9.980784280688201,30.876180388663137,0.014277061447501183,0.17167748510837555,2848.0,1051.0
"9.964432042820441, 105.4991893167462",Rice,105.4991893167462,9.964432042820441,31.173248302761007,0.01325968373566866,0.5611043572425842,1185.0,591.0
"9.981238509517862, 105.506002749190",Rice,105.50600274919,9.981238509517862,29.78521037275098,0.010369493626058102,0.24179954826831818,2502.0,1254.0
"9.98805194196276, 105.50554852036115",Rice,105.50554852036115,9.98805194196276,29.083908435513294,0.010908969677984715,0.25439563393592834,2508.0,1034.0
"9.986689255473781, 105.49146742664232",Rice,105.49146742664232,9.986689255473781,28.5662918832568,0.004812121856957674,0.05022196099162102,1108.0,405.0
"9.969428559946701, 105.49737240142764",Rice,105.49737240142764,9.969428559946701,30.584265156970478,0.008660341612994671,0.4082086384296417,4771.0,2256.0
"9.987597713133102, 105.50009777440548",Rice,105.50009777440548,9.987597713133102,28.867432384816322,0.03255782276391983,0.19218280911445618,1309.0,749.0
"9.977150450050921, 105.54279528439164",Rice,105.54279528439164,9.977150450050921,32.142894133229106,0.007445585913956165,0.09119154512882233,2540.0,1127.0
"9.973062390583982, 105.49101319781266",Rice,105.49101319781266,9.973062390583982,29.941218302701163,0.026145564392209053,0.43607041239738464,2243.0,788.0
"9.952167864419621, 105.52190075822818",Rice,105.52190075822818,9.952167864419621,33.45415302353724,0.012361889705061913,0.24642859399318695,2072.0,1442.0
"9.985326568984801, 105.49782663025726",Rice,105.49782663025726,9.985326568984801,28.990395376105134,0.03343496844172478,0.15463945269584656,3086.0,1362.0
"9.976241992391602, 105.48647090951627",Rice,105.48647090951627,9.976241992391602,29.426460220743856,0.0066884844563901424,0.13953140377998352,3527.0,1568.0
"9.979421594199222, 105.49555548610908",Rice,105.49555548610908,9.979421594199222,29.486291358900758,0.014304785057902336,0.42730912566185,3500.0,1037.0
"9.984418111325482, 105.54506642853983",Rice,105.54506642853983,9.984418111325482,31.59708202395444,0.010603880509734154,0.282240092754364,911.0,425.0
"9.972608161754321, 105.53734453843595",Rice,105.53734453843595,9.972608161754321,32.26268833899443,0.00525051262229681,0.08965561538934708,2482.0,1345.0
"9.980784280688201, 105.49646394376836",Rice,105.49646394376836,9.980784280688201,29.388291647988627,0.02534656785428524,0.31860676407814026,2750.0,1073.0
"9.98487234015514, 105.50146046089439",Rice,105.50146046089439,9.98487234015514,29.20520103172167,0.015802066773176193,0.23428374528884888,1596.0,712.0
"9.961252441012821, 105.52598881769495",Rice,105.52598881769495,9.961252441012821,32.757254690165645,0.0074445940554142,0.08546868711709976,2614.0,1111.0
"9.94989672027132, 105.51826692759107",Rice,105.51826692759107,9.94989672027132,33.50785608407777,0.018126633018255234,0.06526985764503479,3650.0,1634.0
"9.98941462845174, 105.50827389333898",Rice,105.50827389333898,9.98941462845174,29.083817610039933,0.029975591227412224,0.23248597979545593,968.0,408.0
"9.97533353473228, 105.48556245185699",Rice,105.48556245185699,9.97533353473228,29.48361939938643,0.018937859684228897,0.14993180334568024,3080.0,1488.0
"9.9830554248365, 105.53870722492488",Rice,105.53870722492488,9.9830554248365,31.34877657699101,0.009197707287967205,0.017103619873523712,2780.0,1579.0
"9.98805194196276, 105.5377987672656",Rice,105.5377987672656,9.98805194196276,30.82581747884472,0.008633309043943882,0.04831746593117714,3376.0,1464.0
"9.982146967177181, 105.49646394376836",Rice,105.49646394376836,9.982146967177181,29.25007685473209,0.02391653135418892,0.2774019241333008,2529.0,576.0
"9.986689255473781, 105.50373160504259",Rice,105.50373160504259,9.986689255473781,29.13146052861659,0.026023944839835167,0.24758946895599365,1945.0,599.0
"9.994411145578, 105.51781269876145",Rice,105.51781269876145,9.994411145578,29.091823208260834,0.007700102869421244,0.07326581329107285,2606.0,1100.0
"9.982601196006842, 105.50327737621296",Rice,105.50327737621296,9.982601196006842,29.518855657280042,0.026080740615725517,0.2930977940559387,1909.0,1100.0
"9.978967365369561, 105.50418583387224",Rice,105.50418583387224,9.978967365369561,29.926340155561828,0.012208623811602592,0.2437172681093216,1135.0,531.0
"10.001224578022901, 105.50464006270187",Rice,105.50464006270187,10.001224578022901,27.73517067751273,0.004691476467996836,0.08305637538433075,3195.0,1134.0
"9.96897433111704, 105.52371767354674",Rice,105.52371767354674,9.96897433111704,31.88203167006567,0.01531408354640007,0.29510051012039185,3086.0,2063.0
"9.950805177930642, 105.52008384290963",Rice,105.52008384290963,9.950805177930642,33.50291459703149,0.009648389182984829,0.12782183289527893,3132.0,2481.0
"9.98941462845174, 105.4991893167462",Rice,105.4991893167462,9.98941462845174,28.642253948814083,0.027081996202468872,0.24193616211414337,1607.0,867.0
"9.97351661941364, 105.53643608077667",Rice,105.53643608077667,9.97351661941364,32.12503212819906,0.0050052436999976635,0.05554219335317612,1568.0,1661.0
"9.97533353473228, 105.52144652939856",Rice,105.52144652939856,9.97533353473228,31.141247909394295,0.014897631481289864,0.10563641786575317,2065.0,1440.0
"9.9671574157984, 105.49373857079053",Rice,105.49373857079053,9.9671574157984,30.662035929655104,0.01234049629420042,0.1329628974199295,2851.0,1205.0
"9.967611644628061, 105.50827389333898",Rice,105.50827389333898,9.967611644628061,31.259199470569666,0.004097990691661835,0.1871979981660843,1823.0,1524.0
"9.982601196006842, 105.51690424110214",Rice,105.51690424110214,9.982601196006842,30.193959646317108,0.01942700892686844,0.2578776478767395,3575.0,1603.0
"9.9830554248365, 105.53825299609522",Rice,105.53825299609522,9.9830554248365,31.32240380266935,0.007940771989524364,0.03470417857170105,3650.0,1217.0
"9.968520102287382, 105.4946470284498",Rice,105.4946470284498,9.968520102287382,30.560399748468132,0.02192099019885063,0.33281388878822327,2258.0,767.0
"9.974425077072961, 105.50645697802042",Rice,105.50645697802042,9.974425077072961,30.489289198464387,0.044166117906570435,0.44912099838256836,4210.0,2186.0
"9.96397781399078, 105.52371767354674",Rice,105.52371767354674,9.96397781399078,32.373360154278785,0.01912812702357769,0.2654760479927063,2634.0,988.0
"9.991685772600041, 105.51645001227251",Rice,105.51645001227251,9.991685772600041,29.283141788080847,0.0038486376870423555,0.09520310908555984,2266.0,1272.0
"9.985780797814462, 105.50872812216863",Rice,105.50872812216863,9.985780797814462,29.466196221357507,0.042258214205503464,0.08510240167379379,2372.0,603.0
"9.981238509517862, 105.50373160504259",Rice,105.50373160504259,9.981238509517862,29.677000311303004,0.03024536930024624,0.1436307430267334,3464.0,1689.0
"9.971699704095002, 105.4923758843016",Rice,105.4923758843016,9.971699704095002,30.13831166773288,0.007440158631652594,0.07406648248434067,2483.0,1017.0
"9.95307632207894, 105.51599578344286",Rice,105.51599578344286,9.95307632207894,33.08179355819001,0.0201587975025177,0.7331541776657104,1820.0,1055.0
"9.97987582302888, 105.51554155461324",Rice,105.51554155461324,9.97987582302888,30.39192051419956,0.02494126930832863,0.16129979491233826,3062.0,1280.0
"10.481616988271316, 104.91150805695796",Non Rice,104.91150805695796,10.481616988271316,59.45573173974812,0.05889446288347244,0.24140335619449615,5665.0,2539.0
"10.481162759441657, 104.91150805695796",Non Rice,104.91150805695796,10.481162759441657,59.43125398790705,0.06116899475455284,0.12203970551490784,6245.0,2791.0
"10.480708530611997, 104.91150805695796",Non Rice,104.91150805695796,10.480708530611997,59.406809091486636,0.0456719771027565,0.2086472362279892,7827.0,4609.0
"10.480254301782336, 104.91150805695796",Non Rice,104.91150805695796,10.480254301782336,59.38239709106197,0.05562193691730499,0.19622349739074707,3415.0,2638.0
"10.479800072952678, 104.91150805695796",Non Rice,104.91150805695796,10.479800072952678,59.35801802722029,0.07441219687461853,0.2966464161872864,4271.0,2124.0
"10.479345844123017, 104.91150805695796",Non Rice,104.91150805695796,10.479345844123017,59.333671940560414,0.025753378868103027,0.13098086416721344,4156.0,2231.0
"10.478891615293357, 104.91150805695796",Non Rice,104.91150805695796,10.478891615293357,59.30935887169319,0.06627978384494781,0.14542566239833832,5113.0,3711.0
"10.478437386463696, 104.91150805695796",Non Rice,104.91150805695796,10.478437386463696,59.285078861240805,0.07131935656070709,0.2852219045162201,7220.0,3869.0
"10.477983157634037, 104.91150805695796",Non Rice,104.91150805695796,10.477983157634037,59.26083194983689,0.032604098320007324,0.11486101895570755,8052.0,3581.0
"10.477528928804377, 104.91150805695796",Non Rice,104.91150805695796,10.477528928804377,59.23661817812586,0.05987575650215149,0.1841537058353424,5493.0,3795.0
"10.477074699974716, 104.91150805695796",Non Rice,104.91150805695796,10.477074699974716,59.212437586763286,0.025842543691396713,0.17759071290493011,6488.0,4477.0
"10.476620471145058, 104.91150805695796",Non Rice,104.91150805695796,10.476620471145058,59.18829021641547,0.04661758616566658,0.17680975794792175,6039.0,3180.0
"10.476166242315397, 104.91150805695796",Non Rice,104.91150805695796,10.476166242315397,59.16417610775885,0.056984566152095795,0.16879670321941376,5798.0,2221.0
"10.475712013485737, 104.91150805695796",Non Rice,104.91150805695796,10.475712013485737,59.140095301480436,0.06489008665084839,0.3395483195781708,7634.0,3729.0
"10.475257784656076, 104.91150805695796",Non Rice,104.91150805695796,10.475257784656076,59.11604783827721,0.05742291733622551,0.3444388210773468,5374.0,2763.0
"10.474803555826417, 104.91150805695796",Non Rice,104.91150805695796,10.474803555826417,59.09203375885609,0.09494569152593613,0.09717147797346115,3041.0,2181.0
"10.474349326996757, 104.91150805695796",Non Rice,104.91150805695796,10.474349326996757,59.06805310393335,0.12448751926422119,0.21538810431957245,4461.0,3551.0
"10.473895098167096, 104.91150805695796",Non Rice,104.91150805695796,10.473895098167096,59.04410591423499,0.20239728689193726,0.2417990267276764,3332.0,2518.0
"10.473440869337438, 104.91150805695796",Non Rice,104.91150805695796,10.473440869337438,59.02019223049621,0.0906650647521019,0.3486916422843933,5086.0,2595.0
"10.472986640507777, 104.91150805695796",Non Rice,104.91150805695796,10.472986640507777,58.99631209346094,0.11845330148935318,0.6580470204353333,3043.0,2248.0
"10.472532411678117, 104.91150805695796",Non Rice,104.91150805695796,10.472532411678117,58.972465543882194,0.1195666640996933,0.3204689025878906,4020.0,2930.0
"10.472078182848456, 104.91150805695796",Non Rice,104.91150805695796,10.472078182848456,58.94865262252145,0.08308890461921692,0.1252674013376236,7261.0,2636.0
"10.471623954018797, 104.91150805695796",Non Rice,104.91150805695796,10.471623954018797,58.92487337014867,0.03724689409136772,0.22478164732456207,3994.0,4157.0
"10.481616988271316, 104.91196228578761",Non Rice,104.91196228578761,10.481616988271316,59.41230258664511,0.045089446008205414,0.3016868233680725,5090.0,3169.0
"10.481162759441657, 104.91196228578761",Non Rice,104.91196228578761,10.481162759441657,59.38780687147457,0.030316224321722984,0.08070702105760574,5963.0,2951.0
"10.480708530611997, 104.91196228578761",Non Rice,104.91196228578761,10.480708530611997,59.363344020963446,0.03385712578892708,0.28278836607933044,4414.0,2940.0
"10.480254301782336, 104.91196228578761",Non Rice,104.91196228578761,10.480254301782336,59.338914075757856,0.058646418154239655,0.11379273235797882,5989.0,4134.0
"10.479800072952678, 104.91196228578761",Non Rice,104.91196228578761,10.479800072952678,59.31451707651614,0.05482130125164986,0.48351359367370605,6810.0,4112.0
"10.479345844123017, 104.91196228578761",Non Rice,104.91196228578761,10.479345844123017,59.290153063908406,0.04517960175871849,0.25323668122291565,5235.0,4549.0
"10.478891615293357, 104.91196228578761",Non Rice,104.91196228578761,10.478891615293357,59.265822078616885,0.022236378863453865,0.1126822754740715,6079.0,3406.0
"10.478437386463696, 104.91196228578761",Non Rice,104.91196228578761,10.478437386463696,59.24152416133535,0.03673728555440903,0.06030840426683426,5470.0,4444.0
"10.477983157634037, 104.91196228578761",Non Rice,104.91196228578761,10.477983157634037,59.21725935276909,0.05367102101445198,0.12722337245941162,5159.0,3814.0
"10.477528928804377, 104.91196228578761",Non Rice,104.91196228578761,10.477528928804377,59.19302769363441,0.049104977399110794,0.20186536014080048,4177.0,2723.0
"10.477074699974716, 104.91196228578761",Non Rice,104.91196228578761,10.477074699974716,59.16882922465886,0.04619048908352852,0.1881040632724762,5676.0,3178.0
"10.476620471145058, 104.91196228578761",Non Rice,104.91196228578761,10.476620471145058,59.14466398658085,0.07135819643735886,0.22234979271888733,4992.0,3176.0
"10.476166242315397, 104.91196228578761",Non Rice,104.91196228578761,10.476166242315397,59.12053202014907,0.038840629160404205,0.31925755739212036,6249.0,5493.0
"10.475712013485737, 104.91196228578761",Non Rice,104.91196228578761,10.475712013485737,59.09643336612296,0.04445452615618706,0.17840057611465454,7206.0,4563.0
"10.475257784656076, 104.91196228578761",Non Rice,104.91196228578761,10.475257784656076,59.07236806527208,0.038173750042915344,0.15484517812728882,7178.0,3698.0
"10.474803555826417, 104.91196228578761",Non Rice,104.91196228578761,10.474803555826417,59.048336158375996,0.09499528259038925,0.33470672369003296,4796.0,2751.0
"10.474349326996757, 104.91196228578761",Non Rice,104.91196228578761,10.474349326996757,59.02433768622382,0.02612142264842987,0.22964301705360413,4952.0,2858.0
"10.473895098167096, 104.91196228578761",Non Rice,104.91196228578761,10.473895098167096,59.00037268961453,0.05335761606693268,0.1374419629573822,7408.0,1825.0
"10.473440869337438, 104.91196228578761",Non Rice,104.91196228578761,10.473440869337438,58.97644120935644,0.045473672449588776,0.2243969440460205,7454.0,4234.0
"10.472986640507777, 104.91196228578761",Non Rice,104.91196228578761,10.472986640507777,58.95254328626672,0.03684748336672783,0.3543585538864136,8079.0,5368.0
"10.472532411678117, 104.91196228578761",Non Rice,104.91196228578761,10.472532411678117,58.92867896117178,0.05111199989914894,0.320137083530426,7849.0,4198.0
"10.472078182848456, 104.91196228578761",Non Rice,104.91196228578761,10.472078182848456,58.90484827490661,0.045627422630786896,0.25499698519706726,6283.0,2559.0
"10.471623954018797, 104.91196228578761",Non Rice,104.91196228578761,10.471623954018797,58.881051268314856,0.029163243249058723,0.2019478678703308,5251.0,3653.0
"10.471169725189137, 104.91196228578761",Non Rice,104.91196228578761,10.471169725189137,58.8572879822481,0.08752550929784775,0.18239381909370422,5165.0,3465.0
"10.470715496359476, 104.91196228578761",Non Rice,104.91196228578761,10.470715496359476,58.83355845756632,0.025844143703579903,0.13857848942279816,5771.0,4475.0
"10.470261267529818, 104.91196228578761",Non Rice,104.91196228578761,10.470261267529818,58.80986273513732,0.03743528202176094,0.20544089376926422,5236.0,2491.0
"10.469807038700157, 104.91196228578761",Non Rice,104.91196228578761,10.469807038700157,58.786200855836285,0.040698934346437454,0.21005463600158691,6840.0,2660.0
"10.469352809870497, 104.91196228578761",Non Rice,104.91196228578761,10.469352809870497,58.76257286054604,0.035232190042734146,0.2670854926109314,4590.0,2850.0
"10.468898581040836, 104.91196228578761",Non Rice,104.91196228578761,10.468898581040836,58.738978790156516,0.03667864948511124,0.22170500457286835,6417.0,3743.0
"10.468444352211177, 104.91196228578761",Non Rice,104.91196228578761,10.468444352211177,58.715418685564785,0.031166566535830498,0.2879013121128082,4676.0,3633.0
"10.467990123381517, 104.91196228578761",Non Rice,104.91196228578761,10.467990123381517,58.69189258767423,0.0501902773976326,0.13745732605457306,4712.0,2880.0
"10.467535894551856, 104.91196228578761",Non Rice,104.91196228578761,10.467535894551856,58.66840053739521,0.043088361620903015,0.23069460690021515,4897.0,3082.0
"10.467081665722198, 104.91196228578761",Non Rice,104.91196228578761,10.467081665722198,58.64494257564426,0.05384908616542816,0.2870344817638397,6656.0,5342.0
"10.466627436892537, 104.91196228578761",Non Rice,104.91196228578761,10.466627436892537,58.62151874334373,0.0835089161992073,0.20448938012123108,6240.0,4667.0
"10.466173208062877, 104.91196228578761",Non Rice,104.91196228578761,10.466173208062877,58.59812908142215,0.025566942989826202,0.09165126830339432,6055.0,3005.0
"10.465718979233216, 104.91196228578761",Non Rice,104.91196228578761,10.465718979233216,58.57477363081352,0.02296082302927971,0.1637686938047409,5427.0,3085.0
"10.465264750403557, 104.91196228578761",Non Rice,104.91196228578761,10.465264750403557,58.551452432457324,0.1322333812713623,0.19146519899368286,3999.0,2503.0
"10.464810521573897, 104.91196228578761",Non Rice,104.91196228578761,10.464810521573897,58.52816552729798,0.04590047523379326,0.2601533830165863,6633.0,2833.0
"10.464356292744236, 104.91196228578761",Non Rice,104.91196228578761,10.464356292744236,58.50491295628507,0.06594038754701614,0.2712814509868622,4410.0,4004.0
"10.463902063914578, 104.91196228578761",Non Rice,104.91196228578761,10.463902063914578,58.4816947603729,0.0531480610370636,0.15472453832626343,5165.0,2022.0
"10.463447835084917, 104.91196228578761",Non Rice,104.91196228578761,10.463447835084917,58.458510980519954,0.03124682605266571,0.11808702349662781,3866.0,2480.0
"10.462993606255257, 104.91196228578761",Non Rice,104.91196228578761,10.462993606255257,58.435361657689285,0.04307463765144348,0.16085144877433777,5447.0,2779.0
"10.462539377425596, 104.91196228578761",Non Rice,104.91196228578761,10.462539377425596,58.41224683284776,0.1418895274400711,0.13498170673847198,6598.0,4785.0
"10.462085148595937, 104.91196228578761",Non Rice,104.91196228578761,10.462085148595937,58.389166546966216,0.06464019417762756,0.22339674830436707,10019.0,4454.0
"10.461630919766277, 104.91196228578761",Non Rice,104.91196228578761,10.461630919766277,58.366120841018656,0.06634440273046494,0.24306130409240723,5462.0,3663.0
"10.461176690936616, 104.91196228578761",Non Rice,104.91196228578761,10.461176690936616,58.34310975598275,0.029990656301379204,0.22918127477169037,6843.0,2757.0
"10.460722462106958, 104.91196228578761",Non Rice,104.91196228578761,10.460722462106958,58.320133332839205,0.03477039188146591,0.03359241038560867,3685.0,3972.0
"10.460268233277297, 104.91196228578761",Non Rice,104.91196228578761,10.460268233277297,58.29719161257123,0.03135693073272705,0.08835506439208984,5668.0,3024.0
"10.459814004447637, 104.91196228578761",Non Rice,104.91196228578761,10.459814004447637,58.27428463616496,0.05733254551887512,0.2040308266878128,7784.0,4606.0
"10.459359775617976, 104.91196228578761",Non Rice,104.91196228578761,10.459359775617976,58.25141244460875,0.04522307217121124,0.11591454595327377,5029.0,3058.0
"10.458905546788317, 104.91196228578761",Non Rice,104.91196228578761,10.458905546788317,58.2285750788932,0.02607758902013302,0.19746945798397064,5942.0,3501.0
"10.482071217100977, 104.91241651461723",Non Rice,104.91241651461723,10.482071217100977,59.39342978032725,0.03592418134212494,0.16008032858371735,3352.0,1888.0
